"escuela","n_est","cuant","recursos","eta","a1","a2","a3","a4","a5","a6","a7","a8","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10"
"E011",101,-0.408214704337928,0.513066799512409,-0.470390600659916,0.96039603960396,0.356435643564356,0.396039603960396,0.227722772277228,0.099009900990099,0.0792079207920792,0.257425742574257,0.0693069306930693,0.801980198019802,0.722772277227723,0.138613861386139,0.277227722772277,0.326732673267327,0.0396039603960396,0.0198019801980198,0.99009900990099,0.613861386138614,0.396039603960396
"E012",86,-0.730433278593614,-0.987461198891432,-0.304171852393356,0.546511627906977,0.558139534883721,0.662790697674419,0.27906976744186,0.383720930232558,0.0697674418604651,0.0232558139534884,0.116279069767442,0.906976744186046,0.906976744186046,0.290697674418605,0.802325581395349,0.127906976744186,0.0116279069767442,0.197674418604651,0.988372093023256,0.197674418604651,0.151162790697674
"E013",103,-0.221436599406174,0.597223916449456,3.04935068755366,0.990291262135922,0.932038834951456,0.941747572815534,0.640776699029126,0.611650485436893,0.902912621359223,0.485436893203884,0.524271844660194,0.970873786407767,0.786407766990291,0.398058252427184,0.951456310679612,0.864077669902913,0.0194174757281553,0.388349514563107,0.980582524271845,0.524271844660194,0.388349514563107
"E014",171,-0.225816524428951,0.867860400604364,-0.137810680015523,0.818713450292398,0.584795321637427,0.795321637426901,0.16374269005848,0.0701754385964912,0.116959064327485,0.087719298245614,0.0818713450292398,0.56140350877193,0.672514619883041,0.321637426900585,0.257309941520468,0.263157894736842,0.00584795321637427,0.134502923976608,0.912280701754386,0.707602339181287,0.52046783625731
"E015",30,-2.5468814461283,0.189257763959423,0.586368366385178,0.9,0.433333333333333,0.5,0.733333333333333,0.166666666666667,0.266666666666667,0.333333333333333,0.133333333333333,1,0.933333333333333,0.833333333333333,0.7,0.133333333333333,0.266666666666667,0.333333333333333,0.9,0.166666666666667,0.166666666666667
"E016",60,1.34700149929703,-0.0693064069135194,-0.855044232060659,0.75,0.416666666666667,0.266666666666667,0.633333333333333,0.0166666666666667,0.05,0.116666666666667,0.0666666666666667,0.85,0.366666666666667,0.0833333333333333,0.0666666666666667,0.0333333333333333,0,0,0.933333333333333,0.416666666666667,0.583333333333333
"E017",124,0.616408145849969,1.07625933935365,0.807815810762767,0.959677419354839,0.685483870967742,0.782258064516129,0.403225806451613,0.0645161290322581,0.0887096774193548,0.548387096774194,0.241935483870968,0.741935483870968,0.943548387096774,0.338709677419355,0.483870967741935,0.112903225806452,0.0161290322580645,0.290322580645161,0.991935483870968,0.346774193548387,0.443548387096774
"E018",168,0.217564338307888,1.07089132376137,-0.0656072762942679,0.761904761904762,0.142857142857143,0.791666666666667,0.327380952380952,0.0476190476190476,0.107142857142857,0.0952380952380952,0.196428571428571,0.553571428571429,0.875,0.571428571428571,0.166666666666667,0.125,0.202380952380952,0.0952380952380952,0.958333333333333,0.261904761904762,0.18452380952381
"E019",144,-0.804718830400263,0.421633377427644,-1.51402303135054,0.701388888888889,0.0416666666666667,0.208333333333333,0.0763888888888889,0.00694444444444444,0.0347222222222222,0.305555555555556,0.0138888888888889,0.986111111111111,0.770833333333333,0.104166666666667,0.326388888888889,0.340277777777778,0,0.0138888888888889,1,0.222222222222222,0.5
"E020",87,0.68974677762582,-0.12454978063033,-0.297165787301279,0.862068965517241,0.402298850574713,0.701149425287356,0.344827586206897,0.0114942528735632,0.126436781609195,0.103448275862069,0.114942528735632,0.655172413793103,0.574712643678161,0.229885057471264,0.505747126436782,0.0689655172413793,0.0459770114942529,0.206896551724138,1,0.264367816091954,0.137931034482759
"E021",189,-0.32867201409024,0.937192065289507,2.16350620406666,0.952380952380952,0.158730158730159,0.867724867724868,0.555555555555556,0.343915343915344,0.285714285714286,0.645502645502645,0.164021164021164,0.968253968253968,0.957671957671958,0.343915343915344,0.513227513227513,0.560846560846561,0.227513227513228,0.523809523809524,0.978835978835979,0.624338624338624,0.37037037037037
"E022",162,-0.16468157692584,0.200619126393445,-0.172125168261267,0.975308641975309,0.117283950617284,0.351851851851852,0.555555555555556,0.0308641975308642,0.179012345679012,0.0740740740740741,0.0185185185185185,0.91358024691358,0.475308641975309,0.185185185185185,0.203703703703704,0.580246913580247,0.228395061728395,0.0185185185185185,0.796296296296296,0.160493827160494,0.327160493827161
"E023",155,-1.3920288797713,1.44817884292342,-0.611717287736124,0.690322580645161,0.387096774193548,0.116129032258065,0.374193548387097,0,0.406451612903226,0.290322580645161,0.251612903225806,0.219354838709677,0.703225806451613,0.270967741935484,0.464516129032258,0.0645161290322581,0.0387096774193548,0.032258064516129,0.954838709677419,0.206451612903226,0.432258064516129
"E024",182,1.46582476120139,-1.28218256537373,1.11411180792892,0.93956043956044,0.247252747252747,0.796703296703297,0.637362637362637,0.137362637362637,0.263736263736264,0.615384615384615,0.340659340659341,0.994505494505495,0.241758241758242,0.148351648351648,0.324175824175824,0.71978021978022,0.335164835164835,0.868131868131868,0.708791208791209,0.131868131868132,0.368131868131868
"E025",153,0.0482068082254438,-0.084554210547583,-0.607619489443023,0.967320261437909,0.222222222222222,0.810457516339869,0.607843137254902,0.0980392156862745,0.065359477124183,0.281045751633987,0.0392156862745098,0.398692810457516,0.647058823529412,0.111111111111111,0.588235294117647,0.339869281045752,0.0392156862745098,0.281045751633987,0.96078431372549,0.196078431372549,0.568627450980392
"E026",75,1.90808383464199,1.10161395316682,1.29816999788128,0.88,0.706666666666667,0.466666666666667,0.626666666666667,0.253333333333333,0.493333333333333,0.36,0.08,0.96,0.6,0.293333333333333,0.253333333333333,0.76,0.386666666666667,0.0666666666666667,0.946666666666667,0.24,0.173333333333333
"E027",153,1.73094452723732,-0.690699575305395,0.727805079335466,0.96078431372549,0.490196078431373,0.718954248366013,0.712418300653595,0.0915032679738562,0.339869281045752,0.529411764705882,0.137254901960784,0.679738562091503,0.856209150326797,0.26797385620915,0.287581699346405,0.38562091503268,0.183006535947712,0.568627450980392,0.941176470588235,0.248366013071895,0.300653594771242
"E028",102,0.0581458372592962,-1.72541538917727,-0.857248691596877,0.92156862745098,0.294117647058824,0.0980392156862745,0.196078431372549,0.0686274509803922,0.343137254901961,0.0490196078431373,0.00980392156862745,0.833333333333333,0.254901960784314,0.127450980392157,0.323529411764706,0.127450980392157,0.0882352941176471,0.323529411764706,0.872549019607843,0.509803921568627,0.274509803921569
"E029",81,0.645328161775171,0.565885692360889,0.102062797844618,0.91358024691358,0.246913580246914,0.333333333333333,0.518518518518518,0.0864197530864197,0.037037037037037,0.308641975308642,0.0246913580246914,1,0.592592592592593,0.308641975308642,0.666666666666667,0.271604938271605,0.0246913580246914,0.037037037037037,0.91358024691358,0.37037037037037,0.296296296296296
"E030",94,1.7256289865063,-0.596158417224681,1.9535607402676,0.978723404255319,0.531914893617021,0.414893617021277,0.851063829787234,0.191489361702128,0.829787234042553,0.542553191489362,0.0638297872340425,0.872340425531915,0.98936170212766,0.48936170212766,0.74468085106383,0.25531914893617,0.0638297872340425,0.159574468085106,0.936170212765957,0.148936170212766,0.308510638297872
"E031",34,-0.528966917456246,-0.489345024258458,-0.497231975700854,0.970588235294118,0.352941176470588,0.470588235294118,0.470588235294118,0.147058823529412,0.0882352941176471,0.205882352941176,0.147058823529412,0.941176470588235,0.882352941176471,0.352941176470588,0.5,0.0588235294117647,0,0,1,0.0882352941176471,0.176470588235294
"E032",58,0.166392025612551,0.768893360822469,2.18092654074573,1,0.827586206896552,0.879310344827586,0.741379310344828,0.293103448275862,0.344827586206897,0.551724137931034,0.275862068965517,0.948275862068966,0.913793103448276,0.741379310344828,0.896551724137931,0.672413793103448,0.327586206896552,0.103448275862069,0.96551724137931,0.310344827586207,0.155172413793103
"E033",54,-0.254723574763946,2.11461189033211,0.356558844029634,0.685185185185185,0.611111111111111,0.462962962962963,0.481481481481481,0.0555555555555556,0.259259259259259,0.203703703703704,0.148148148148148,0.814814814814815,0.592592592592593,0.185185185185185,0.148148148148148,0.777777777777778,0.351851851851852,0.037037037037037,0.981481481481482,0.240740740740741,0.296296296296296
"E034",132,0.332782359437909,0.0447809835460714,-0.0681256117412154,0.871212121212121,0.113636363636364,0.651515151515151,0.613636363636364,0.0378787878787879,0.151515151515152,0.121212121212121,0.0303030303030303,0.962121212121212,0.643939393939394,0.689393939393939,0.00757575757575758,0.560606060606061,0.166666666666667,0.0303030303030303,0.757575757575758,0.333333333333333,0.371212121212121
"E035",37,0.182432812827635,0.947241069815817,-0.172761217889513,0.864864864864865,0.378378378378378,0.297297297297297,0.027027027027027,0.108108108108108,0.135135135135135,0.459459459459459,0.405405405405405,0.27027027027027,0.72972972972973,0.405405405405405,0.486486486486487,0.162162162162162,0.0810810810810811,0,0.459459459459459,0.648648648648649,0.162162162162162
"E036",139,1.164593749518,-2.1245087083504,-2.6708727605944,0.611510791366906,0.0503597122302158,0.136690647482014,0.079136690647482,0.00719424460431655,0.0287769784172662,0.0359712230215827,0,0.100719424460432,0.37410071942446,0.0359712230215827,0.237410071942446,0,0.0431654676258993,0.0647482014388489,0.97841726618705,0.453237410071942,0.539568345323741
"E037",49,0.593492850727868,0.0904283264577256,-1.3805503977713,0.73469387755102,0.0816326530612245,0.36734693877551,0.326530612244898,0.0612244897959184,0.0204081632653061,0.0204081632653061,0.0204081632653061,0.836734693877551,0.795918367346939,0.469387755102041,0.306122448979592,0.408163265306122,0.0408163265306122,0.102040816326531,1,0.428571428571429,0.26530612244898
"E038",98,-0.891779729217369,-1.73914879260394,-0.961766946474016,0.73469387755102,0.255102040816327,0.479591836734694,0.153061224489796,0.0612244897959184,0.0918367346938776,0.602040816326531,0.122448979591837,0.948979591836735,0.306122448979592,0.142857142857143,0.0816326530612245,0.13265306122449,0.0612244897959184,0.0204081632653061,0.683673469387755,0.0816326530612245,0.26530612244898
"E039",69,0.577253310357403,-1.7022883303277,-0.920009146732997,0.898550724637681,0.188405797101449,0.753623188405797,0.376811594202899,0.173913043478261,0.521739130434783,0.130434782608696,0.0289855072463768,0.956521739130435,0.869565217391304,0.521739130434783,0.333333333333333,0.289855072463768,0.0869565217391304,0.0144927536231884,0.652173913043478,0.434782608695652,0.115942028985507
"E040",106,-0.824905581058043,1.40829639529108,1.44513347219622,0.962264150943396,0.39622641509434,0.707547169811321,0.735849056603774,0.39622641509434,0.254716981132075,0.575471698113208,0.179245283018868,0.962264150943396,0.726415094339623,0.688679245283019,0.622641509433962,0.886792452830189,0.69811320754717,0.0849056603773585,0.971698113207547,0.141509433962264,0.867924528301887
"E041",160,-1.15725385762344,0.69816811272235,0.0365133772452307,0.8375,0.76875,0.8125,0.4,0.21875,0.05625,0.39375,0.2875,0.9875,0.975,0.08125,0.1125,0.3125,0.3,0.1375,0.96875,0.74375,0.39375
"E042",153,0.777998774006214,0.5760854391738,0.0489769469746156,0.941176470588235,0.294117647058824,0.568627450980392,0.542483660130719,0.143790849673203,0.241830065359477,0.444444444444444,0.0522875816993464,0.823529411764706,0.869281045751634,0.0849673202614379,0.189542483660131,0.333333333333333,0.0849673202614379,0.431372549019608,0.967320261437909,0.0849673202614379,0.281045751633987
"E043",57,-1.20422178597307,-0.534336060471033,0.253756376973969,0.982456140350877,0.157894736842105,0.894736842105263,0.473684210526316,0.0701754385964912,0.263157894736842,0.56140350877193,0.456140350877193,0.807017543859649,0.824561403508772,0.210526315789474,0.105263157894737,0.421052631578947,0.456140350877193,0.0175438596491228,0.824561403508772,0.614035087719298,0.12280701754386
"E044",102,0.30671410214768,-1.28198635078153,-0.887932054707043,0.588235294117647,0.0882352941176471,0.617647058823529,0.392156862745098,0.0294117647058824,0.0980392156862745,0.0882352941176471,0.0392156862745098,0.980392156862745,0.323529411764706,0.0490196078431373,0.176470588235294,0.705882352941177,0.0490196078431373,0.254901960784314,0.970588235294118,0.147058823529412,0.0294117647058824
"E045",189,-0.833658540642056,0.429614218440963,-0.0584247039867036,0.920634920634921,0.137566137566138,0.566137566137566,0.338624338624339,0.0582010582010582,0.28042328042328,0.264550264550265,0.0423280423280423,0.957671957671958,0.915343915343915,0.423280423280423,0.656084656084656,0.772486772486772,0.0158730158730159,0.232804232804233,0.920634920634921,0.153439153439153,0.46031746031746
"E046",62,1.41814116350375,-1.12943767906222,0.784587720868425,0.82258064516129,0.0645161290322581,0.806451612903226,0.516129032258065,0.161290322580645,0.112903225806452,0.629032258064516,0.306451612903226,0.903225806451613,0.161290322580645,0.209677419354839,0.32258064516129,0.564516129032258,0.112903225806452,0.225806451612903,0.951612903225806,0.741935483870968,0.67741935483871
"E047",119,0.711786117850718,2.41976367943378,1.04671271686608,0.890756302521008,0.588235294117647,0.672268907563025,0.705882352941177,0.394957983193277,0.336134453781513,0.38655462184874,0.605042016806723,0.983193277310924,0.579831932773109,0.218487394957983,0.941176470588235,0.151260504201681,0.100840336134454,0.285714285714286,0.789915966386555,0.142857142857143,0.19327731092437
"E048",176,-0.402497722862373,0.0782761044809724,-0.337195863978953,0.988636363636364,0.272727272727273,0.380681818181818,0.25,0.221590909090909,0.272727272727273,0.340909090909091,0.0852272727272727,0.721590909090909,0.539772727272727,0.159090909090909,0.232954545454545,0.420454545454545,0.00568181818181818,0.193181818181818,0.818181818181818,0.465909090909091,0.227272727272727
"E049",43,0.799362218714509,0.316225234142966,0.180266268515886,1,0.767441860465116,0.372093023255814,0.720930232558139,0.116279069767442,0.116279069767442,0,0.0697674418604651,0.790697674418605,0.883720930232558,0.558139534883721,0.511627906976744,0.767441860465116,0.232558139534884,0.162790697674419,0.976744186046512,0.302325581395349,0.302325581395349
"E050",156,0.426484435556948,-1.5794002086685,-0.631191703058938,0.788461538461538,0.269230769230769,0.121794871794872,0.25,0.0384615384615385,0.262820512820513,0.166666666666667,0.00641025641025641,0.91025641025641,0.634615384615385,0.506410256410256,0.461538461538462,0.0833333333333333,0.0192307692307692,0.108974358974359,0.487179487179487,0.320512820512821,0.128205128205128
"E051",168,-1.16989866993562,0.518905620032067,0.957455854143931,0.964285714285714,0.589285714285714,0.892857142857143,0.791666666666667,0.31547619047619,0.172619047619048,0.446428571428571,0.142857142857143,0.94047619047619,0.851190476190476,0.755952380952381,0.416666666666667,0.964285714285714,0.511904761904762,0.291666666666667,0.946428571428571,0.130952380952381,0.25
"E052",178,-0.206200160293019,1.13539238442515,0.270204783299205,0.966292134831461,0.314606741573034,0.578651685393258,0.185393258426966,0.0674157303370786,0.0898876404494382,0.258426966292135,0.365168539325843,0.949438202247191,0.567415730337079,0.134831460674157,0.702247191011236,0.634831460674157,0.191011235955056,0.224719101123595,1,0.0955056179775281,0.230337078651685
"E053",191,-0.930610309243612,0.312404463905503,-1.0745271658072,0.654450261780105,0.246073298429319,0.43455497382199,0.18848167539267,0.031413612565445,0.130890052356021,0.0575916230366492,0.0366492146596859,0.445026178010471,0.722513089005236,0.0471204188481675,0.225130890052356,0.272251308900524,0,0.0157068062827225,0.884816753926702,0.130890052356021,0.335078534031414
"E054",192,0.449397565791737,0.05554413008899,-0.26324817675209,0.8125,0.322916666666667,0.416666666666667,0.572916666666667,0.0625,0.0677083333333333,0.276041666666667,0.0677083333333333,0.869791666666667,0.890625,0.171875,0.00520833333333333,0.401041666666667,0.00520833333333333,0.145833333333333,0.96875,0.78125,0.244791666666667
"E055",196,-0.644806454562313,1.56545282333373,-0.669952844470129,0.938775510204082,0.51530612244898,0.326530612244898,0.311224489795918,0.214285714285714,0.209183673469388,0.295918367346939,0.11734693877551,0.938775510204082,0.938775510204082,0.336734693877551,0.75,0.11734693877551,0.0204081632653061,0.122448979591837,0.790816326530612,0.153061224489796,0.107142857142857
"E056",81,-0.231422689810958,0.718830766147177,0.500315617809211,0.938271604938272,0.320987654320988,0.864197530864197,0.901234567901235,0.185185185185185,0.320987654320988,0.222222222222222,0.0864197530864197,0.580246913580247,0.666666666666667,0.135802469135802,0.592592592592593,0.666666666666667,0.271604938271605,0.0246913580246914,0.962962962962963,0.45679012345679,0.432098765432099
"E057",103,-1.23636801144537,0.634325711079806,-0.556880131465123,0.87378640776699,0.213592233009709,0.252427184466019,0.368932038834951,0.145631067961165,0.145631067961165,0.0970873786407767,0.116504854368932,0.679611650485437,0.902912621359223,0.0970873786407767,0.310679611650485,0.514563106796116,0.029126213592233,0.339805825242718,0.980582524271845,0.262135922330097,0.0970873786407767
"E058",82,-0.960955298223015,1.06590668950288,0.182990029398976,0.902439024390244,0.170731707317073,0.304878048780488,0.646341463414634,0.134146341463415,0.402439024390244,0.219512195121951,0.024390243902439,0.975609756097561,0.670731707317073,0.292682926829268,0.24390243902439,0.158536585365854,0.158536585365854,0.292682926829268,0.975609756097561,0.402439024390244,0.207317073170732
"E059",45,0.133956281569561,0.341888554248612,0.422670159431324,0.844444444444444,0.155555555555556,0.444444444444444,0.577777777777778,0.177777777777778,0.2,0.777777777777778,0.155555555555556,0.866666666666667,0.755555555555556,0.111111111111111,0.266666666666667,0.488888888888889,0.111111111111111,0.0666666666666667,1,0.2,0.222222222222222
"E060",33,-0.999052722969284,3.14336714054499,-2.09629444746597,0.575757575757576,0.0909090909090909,0.303030303030303,0.0606060606060606,0.0303030303030303,0.121212121212121,0.272727272727273,0.121212121212121,0.939393939393939,0.818181818181818,0.0909090909090909,0.0909090909090909,0.0303030303030303,0,0.0909090909090909,0.666666666666667,0.181818181818182,0.363636363636364
"E061",111,-0.141470690813213,0.349950832519039,-0.716610190289745,0.846846846846847,0.405405405405405,0.378378378378378,0.261261261261261,0.216216216216216,0.0540540540540541,0.18018018018018,0.0990990990990991,0.945945945945946,0.81981981981982,0.27027027027027,0.153153153153153,0.27027027027027,0,0.657657657657658,0.981981981981982,0.171171171171171,0.396396396396396
"E062",61,0.167329899648813,1.07333545251137,2.25469754213265,0.983606557377049,0.688524590163934,0.836065573770492,0.80327868852459,0.639344262295082,0.655737704918033,0.524590163934426,0.442622950819672,0.967213114754098,0.934426229508197,0.655737704918033,0.19672131147541,0.163934426229508,0.131147540983607,0.459016393442623,0.967213114754098,0.245901639344262,0.131147540983607
"E063",162,-0.198788612671681,0.916437872494606,0.367896709663971,0.888888888888889,0.0802469135802469,0.666666666666667,0.512345679012346,0.216049382716049,0.111111111111111,0.0679012345679012,0.0987654320987654,0.895061728395062,0.771604938271605,0.12962962962963,0.0432098765432099,0.555555555555556,0.037037037037037,0.222222222222222,0.993827160493827,0.320987654320988,0.172839506172839
"E064",80,-0.291207188092097,0.71765690362959,-0.0239380990990367,0.975,0.25,0.825,0.9,0.2875,0.125,0.325,0.125,0.85,0.8125,0.7625,0.725,0.425,0.0875,0.05,1,0.3125,0.425
"E065",49,-1.73439703424929,1.05548502974692,0.0769467143384891,0.612244897959184,0.36734693877551,0.285714285714286,0.387755102040816,0.0816326530612245,0.204081632653061,0.469387755102041,0.0612244897959184,0.73469387755102,0.775510204081633,0,0.612244897959184,0.102040816326531,0.0816326530612245,0.326530612244898,0.959183673469388,0.122448979591837,0
"E066",177,-0.272728331732604,0.350592199470931,0.482322907217834,0.937853107344633,0.553672316384181,0.468926553672316,0.553672316384181,0.27683615819209,0.0621468926553672,0.774011299435028,0.435028248587571,0.966101694915254,0.926553672316384,0.146892655367232,0.491525423728814,0.76271186440678,0.27683615819209,0.0508474576271186,0.892655367231638,0.0790960451977401,0.11864406779661
"E067",38,-1.79992948169682,-1.93603847989057,-2.44471045117631,0.578947368421053,0,0.0526315789473684,0.105263157894737,0.105263157894737,0,0.0263157894736842,0.0526315789473684,0.473684210526316,0.631578947368421,0.0789473684210526,0.131578947368421,0.342105263157895,0,0.105263157894737,0.868421052631579,0.105263157894737,0.263157894736842
"E068",97,1.15274097680304,-0.800741941084278,0.227417914059209,0.88659793814433,0.845360824742268,0.360824742268041,0.824742268041237,0.237113402061856,0.402061855670103,0.154639175257732,0.536082474226804,0.845360824742268,0.855670103092783,0.608247422680412,0.56701030927835,0.22680412371134,0.0103092783505155,0.391752577319588,0.979381443298969,0.350515463917526,0.11340206185567
"E069",143,-1.003319485592,2.34293958213089,0.932526424126362,0.972027972027972,0.524475524475524,0.629370629370629,0.510489510489511,0.426573426573427,0.293706293706294,0.216783216783217,0.0699300699300699,0.944055944055944,0.909090909090909,0.41958041958042,0.230769230769231,0.286713286713287,0.041958041958042,0.363636363636364,0.993006993006993,0.713286713286713,0.251748251748252
"E070",136,0.148210044292539,1.92087838946788,0.837478566741453,0.992647058823529,0.448529411764706,0.286764705882353,0.735294117647059,0.227941176470588,0.316176470588235,0.360294117647059,0.470588235294118,1,0.992647058823529,0.323529411764706,0.426470588235294,0.610294117647059,0.0147058823529412,0.235294117647059,0.970588235294118,0.352941176470588,0.117647058823529
"E071",111,0.519496680749176,-0.109538639946886,-0.0389107967084682,0.747747747747748,0.216216216216216,0.441441441441441,0.0810810810810811,0.0630630630630631,0.576576576576577,0.621621621621622,0.126126126126126,0.990990990990991,0.36036036036036,0.459459459459459,0.603603603603604,0.108108108108108,0.0720720720720721,0.351351351351351,0.918918918918919,0.540540540540541,0.594594594594595
"E072",64,0.00543629447576128,-2.51282078633865,-0.942300109417344,0.734375,0.234375,0.609375,0.171875,0.015625,0.078125,0.234375,0.5,0.984375,0.46875,0.21875,0.515625,0.140625,0.046875,0.046875,0.890625,0.484375,0.234375
"E073",92,1.34702083465394,-0.759623633062425,-0.591997104203167,0.83695652173913,0.402173913043478,0.565217391304348,0.217391304347826,0.0978260869565217,0.0326086956521739,0.271739130434783,0.108695652173913,0.83695652173913,0.75,0.141304347826087,0.293478260869565,0.0760869565217391,0.0108695652173913,0.0326086956521739,0.902173913043478,0.0652173913043478,0.228260869565217
"E074",171,-0.847033417295996,-1.50546286281683,-1.07160955354867,0.584795321637427,0.368421052631579,0.157894736842105,0.327485380116959,0.0233918128654971,0.380116959064327,0.444444444444444,0,0.736842105263158,0.906432748538012,0.064327485380117,0.192982456140351,0.0994152046783626,0.16374269005848,0.450292397660819,0.900584795321637,0.111111111111111,0.064327485380117
"E075",103,0.443398017315772,-1.67824570835886,0.0209896505725531,1,0.650485436893204,0.271844660194175,0.718446601941748,0.388349514563107,0.368932038834951,0.194174757281553,0.0679611650485437,0.961165048543689,0.262135922330097,0.728155339805825,0.106796116504854,0.184466019417476,0.271844660194175,0.0679611650485437,0.990291262135922,0.300970873786408,0.135922330097087
"E076",198,-0.977149468323314,0.950098626350105,-0.686988923479399,0.914141414141414,0.308080808080808,0.585858585858586,0.454545454545455,0.171717171717172,0.333333333333333,0.257575757575758,0.0606060606060606,0.378787878787879,0.939393939393939,0.151515151515152,0.616161616161616,0.131313131313131,0,0.146464646464646,0.954545454545455,0.0909090909090909,0.146464646464646
"E077",38,2.12449113551361,0.124953593318981,0.912179237092649,0.921052631578947,0.526315789473684,0.842105263157895,0.526315789473684,0.0789473684210526,0.131578947368421,0.342105263157895,0.105263157894737,1,0.578947368421053,0.552631578947368,0.0526315789473684,0.210526315789474,0.131578947368421,0.0263157894736842,1,0.157894736842105,0.0789473684210526
"E078",185,0.687698960561541,1.43839197208062,0.919884309051846,0.864864864864865,0.172972972972973,0.421621621621622,0.216216216216216,0.216216216216216,0.378378378378378,0.0756756756756757,0.0648648648648649,0.956756756756757,0.691891891891892,0.464864864864865,0.0918918918918919,0.340540540540541,0.0648648648648649,0.513513513513513,0.956756756756757,0.286486486486487,0.172972972972973
"E079",179,-0.343368220180396,-1.32535121599528,0.288489397991723,0.955307262569832,0.480446927374302,0.804469273743017,0.726256983240223,0.217877094972067,0.335195530726257,0.128491620111732,0.385474860335196,0.93854748603352,0.625698324022346,0.290502793296089,0.0782122905027933,0.189944134078212,0.195530726256983,0.0223463687150838,0.994413407821229,0.430167597765363,0.525139664804469
"E080",142,0.785169472673946,-1.00393459317338,-1.37766120916925,0.859154929577465,0.183098591549296,0.288732394366197,0.359154929577465,0.0704225352112676,0.0352112676056338,0.225352112676056,0.00704225352112676,0.936619718309859,0.795774647887324,0.295774647887324,0.154929577464789,0.0704225352112676,0.00704225352112676,0.0704225352112676,0.894366197183099,0.366197183098592,0.0563380281690141
"E081",32,-1.15557746077052,0.642208565811121,-0.157564335903914,0.90625,0.34375,0.46875,0.40625,0.21875,0.03125,0.0625,0.03125,0.6875,0.875,0.09375,0.65625,0.03125,0,0.4375,0.9375,0.125,0.34375
